"Date","Price","Open","High","Low","Vol.","Change %"
"08/15/2024","16,100","16,100","16,100","16,100","0.40K","-2.42%"
"08/12/2024","16,500","16,100","16,500","16,000","1.20K","-12.23%"
"07/17/2024","18,800","18,900","18,900","18,800","0.50K","0.53%"
"07/01/2024","18,700","18,700","18,700","18,700","0.20K","-0.53%"
"06/26/2024","18,800","18,800","18,800","18,800","0.40K","-3.59%"
"06/11/2024","19,500","19,500","19,500","19,500","3.00K","0.00%"
"06/07/2024","19,500","19,500","19,500","19,500","0.20K","0.00%"
"06/06/2024","19,500","19,500","19,500","19,500","0.30K","-7.14%"
"06/05/2024","21,000","21,000","21,000","21,000","0.20K","0.00%"
"05/13/2024","21,000","21,000","21,000","21,000","0.20K","0.00%"
"04/24/2024","21,000","21,000","21,000","21,000","0.10K","-2.33%"
"04/22/2024","21,500","25,400","25,400","21,500","3.60K","-4.44%"
"04/15/2024","22,500","22,500","22,500","22,500","1.02K","-1.32%"
"04/08/2024","22,800","22,800","22,800","22,800","2.01K","12.87%"
"04/04/2024","20,200","20,200","20,200","20,200","0.80K","0.00%"
"04/03/2024","20,200","20,200","20,200","20,200","2.00K","1.00%"
"04/01/2024","20,000","20,000","20,000","20,000","0.11K","0.00%"
"03/28/2024","20,000","20,000","20,000","20,000","0.61K","5.26%"
"03/27/2024","19,000","19,000","19,000","19,000","0.18K","0.00%"
"03/20/2024","19,000","19,000","19,000","19,000","0.13K","-9.95%"
"03/18/2024","21,100","21,100","21,100","21,100","0.52K","-0.47%"
"03/08/2024","21,200","21,200","21,200","21,200","0.10K","10.99%"
"03/06/2024","19,100","19,100","19,100","19,100","0.21K","-12.39%"
"03/04/2024","21,800","21,800","21,800","21,800","0.22K","8.46%"
"03/01/2024","20,100","20,100","20,100","20,100","1.22K","0.00%"
"02/29/2024","20,100","20,100","20,100","20,100","0.51K","0.00%"
"02/28/2024","20,100","20,000","20,100","20,000","0.31K","14.20%"
"02/26/2024","17,600","17,600","17,600","17,600","0.12K","-12.00%"
"02/23/2024","20,000","20,000","20,000","20,000","0.10K","14.29%"
"02/22/2024","17,500","17,500","17,500","17,500","0.10K","-16.67%"
"02/20/2024","21,000","21,300","21,300","17,400","0.30K","-0.94%"
"02/15/2024","21,200","17,200","21,200","17,200","0.21K","-0.93%"
"02/05/2024","21,400","17,400","21,400","17,400","0.20K","0.00%"
"02/01/2024","21,400","18,100","21,400","18,100","0.20K","-4.89%"
"01/26/2024","22,500","18,400","22,500","18,400","0.20K","10.29%"
"01/24/2024","20,400","18,100","20,400","18,100","2.50K","2.00%"
"01/19/2024","20,000","19,000","20,100","17,100","1.00K","-3.38%"
"01/16/2024","20,700","20,000","20,700","18,100","0.53K","-0.96%"
"01/12/2024","20,900","18,100","20,900","18,100","0.70K","4.50%"
"01/11/2024","20,000","20,000","20,000","20,000","0.20K","-3.38%"
"01/09/2024","20,700","17,500","20,700","17,500","0.30K","7.81%"
"01/05/2024","19,200","19,200","19,200","19,200","0.10K","-4.00%"
"01/04/2024","20,000","20,000","20,000","20,000","0.42K","-3.85%"
"01/03/2024","20,800","19,200","20,800","19,200","0.20K","-0.48%"
"01/02/2024","20,900","20,900","20,900","20,900","0.15K","18.08%"
"12/28/2023","17,700","20,900","20,900","17,700","0.30K","-10.15%"
"12/26/2023","19,700","19,700","19,700","19,700","0.10K","18.67%"
"12/25/2023","16,600","19,100","19,100","16,600","0.40K","-13.09%"
"12/21/2023","19,100","19,100","19,100","19,100","0.10K","-3.05%"
"12/19/2023","19,700","19,700","19,700","19,700","0.10K","0.00%"
"12/11/2023","19,700","19,700","21,300","19,700","0.82K","0.00%"
"12/07/2023","19,700","19,700","19,700","19,700","0.10K","0.00%"
"12/06/2023","19,700","19,700","19,700","19,700","0.10K","8.84%"
"12/05/2023","18,100","18,100","18,100","18,100","0.40K","-8.59%"
"11/30/2023","19,800","18,100","19,800","18,100","0.20K","-0.50%"
"11/29/2023","19,900","19,900","19,900","19,900","0.30K","3.65%"
"11/27/2023","19,200","17,000","19,200","17,000","0.20K","14.29%"
"11/24/2023","16,800","16,800","16,800","16,800","0.30K","-5.08%"
"11/23/2023","17,700","19,000","19,000","17,700","0.60K","-11.50%"
"11/21/2023","20,000","19,900","20,000","19,800","0.60K","3.63%"
"11/20/2023","19,300","19,300","19,300","19,300","1.10K","0.00%"
"11/17/2023","19,300","17,200","19,500","16,200","0.60K","6.63%"
"11/15/2023","18,100","18,500","18,500","18,100","0.40K","-8.59%"
"11/14/2023","19,800","18,600","19,800","18,600","0.20K","-0.50%"
"11/13/2023","19,900","19,900","19,900","19,900","0.40K","4.74%"
"11/10/2023","19,000","19,000","19,000","19,000","0.10K","16.56%"
"11/09/2023","16,300","18,200","18,200","16,300","0.60K","-15.98%"
"11/02/2023","19,400","19,000","19,400","18,000","0.90K","13.45%"
"10/31/2023","17,100","19,000","19,000","17,100","0.70K","-10.47%"
"10/30/2023","19,100","19,100","19,100","19,100","0.10K","-1.55%"
"10/26/2023","19,400","19,000","19,500","19,000","4.50K","-7.18%"
"10/24/2023","20,900","18,600","20,900","18,600","1.10K","12.97%"
"10/20/2023","18,500","18,400","18,500","18,400","0.40K","-0.54%"
"10/19/2023","18,600","18,800","19,800","18,600","0.50K","-6.06%"
"10/18/2023","19,800","18,600","19,800","18,600","0.40K","4.76%"
"10/17/2023","18,900","18,900","18,900","18,900","0.10K","-7.35%"
"10/16/2023","20,400","19,900","20,400","18,700","0.90K","2.51%"
"10/13/2023","19,900","19,900","19,900","19,900","0.10K","-2.45%"
"10/12/2023","20,400","18,500","20,400","18,300","0.90K","10.27%"
"10/11/2023","18,500","18,500","18,500","18,500","0.10K","-11.48%"
"10/10/2023","20,900","18,500","20,900","18,100","2.90K","10.00%"
"10/09/2023","19,000","19,400","19,400","18,600","2.70K","-2.06%"
"10/06/2023","19,400","19,400","19,400","18,500","2.10K","-2.51%"
"10/05/2023","19,900","18,000","19,900","17,400","1.70K","6.99%"
"10/04/2023","18,600","18,600","18,600","18,600","0.20K","0.54%"
"10/03/2023","18,500","18,400","18,500","18,400","1.10K","0.54%"
"10/02/2023","18,400","18,900","20,600","18,400","2.00K","-11.96%"
"09/29/2023","20,900","20,000","20,900","20,000","0.20K","5.03%"
"09/28/2023","19,900","17,900","19,900","17,900","0.80K","13.07%"
"09/27/2023","17,600","18,500","18,500","17,600","0.40K","-13.30%"
"09/26/2023","20,300","19,800","20,300","19,800","0.20K","-0.49%"
"09/22/2023","20,400","18,800","20,400","18,700","0.80K","8.51%"
"09/21/2023","18,800","18,800","18,800","18,800","0.10K","1.08%"
"09/20/2023","18,600","19,000","19,000","18,600","0.60K","-9.27%"
"09/19/2023","20,500","20,500","20,500","20,500","0.30K","3.02%"
"09/18/2023","19,900","19,900","20,900","19,900","0.90K","0.00%"
"09/15/2023","19,900","20,000","20,000","19,900","0.20K","-1.00%"
"09/14/2023","20,100","18,000","20,100","17,200","1.00K","8.65%"
"09/13/2023","18,500","18,100","18,500","18,100","0.60K","-3.65%"
"09/12/2023","19,200","19,400","19,400","19,100","0.80K","-7.25%"
"09/11/2023","20,700","20,900","20,900","20,700","1.80K","7.81%"
"09/08/2023","19,200","19,300","19,300","19,200","0.50K","12.94%"
"09/06/2023","17,000","18,100","18,100","17,000","1.20K","-6.08%"
"09/05/2023","18,100","18,100","18,100","18,100","0.10K","-13.40%"
"08/31/2023","20,900","20,900","20,900","20,900","0.20K","10.00%"
"08/30/2023","19,000","19,000","19,000","19,000","1.10K","15.15%"
"08/29/2023","16,500","19,200","19,200","16,500","2.70K","-13.16%"
"08/24/2023","19,000","19,400","19,400","19,000","1.50K","-5.00%"
"08/18/2023","20,000","19,000","20,000","19,000","0.80K","19.05%"
"08/17/2023","16,800","19,300","19,300","16,600","1.60K","-6.67%"
"08/16/2023","18,000","18,300","18,300","18,000","0.80K","-7.22%"
"08/15/2023","19,400","20,000","20,000","19,400","0.30K","0.00%"
"08/14/2023","19,400","16,900","19,400","16,900","1.40K","14.12%"
"08/11/2023","17,000","17,000","17,000","17,000","0.30K","-14.14%"
"08/10/2023","19,800","17,400","19,800","15,100","1.60K","13.79%"
"08/08/2023","17,400","17,400","17,400","17,400","0.90K","-10.31%"
"08/07/2023","19,400","18,000","19,400","18,000","1.00K","17.58%"
"08/03/2023","16,500","16,400","18,700","16,400","1.50K","1.23%"
"08/01/2023","16,300","16,300","16,300","16,300","2.60K","-2.40%"
"07/31/2023","16,700","16,700","16,700","16,700","0.40K","-13.92%"
"07/28/2023","19,400","19,400","19,400","19,400","0.10K","0.00%"
"07/27/2023","19,400","19,400","19,400","19,400","0.40K","-0.51%"
"07/26/2023","19,500","19,500","19,500","19,500","0.10K","-4.41%"
"07/17/2023","20,400","20,400","20,400","20,400","0.50K","-14.64%"
"07/13/2023","23,900","23,900","23,900","23,900","27.40K","25.79%"
"06/05/2023","19,000","19,000","19,700","19,000","2.82K","2.15%"
"05/23/2023","18,600","17,300","18,600","17,300","0.83K","14.11%"
"05/18/2023","16,300","16,300","16,300","16,300","1.50K","-4.12%"
"04/11/2023","17,000","16,300","17,000","16,300","1.70K","0.00%"
"03/30/2023","17,000","17,000","17,000","17,000","6.00K","0.00%"
"03/27/2023","17,000","17,000","17,000","17,000","0.30K","-10.53%"
"03/16/2023","19,000","19,000","19,000","19,000","0.14K","0.00%"
"03/15/2023","19,000","19,000","19,000","19,000","1.30K","0.00%"
"03/14/2023","19,000","19,000","19,000","19,000","5.00K","-5.00%"
"02/27/2023","20,000","20,000","20,200","20,000","0.61K","0.00%"
"02/24/2023","20,000","20,000","20,000","20,000","3.00K","-2.44%"
"02/23/2023","20,500","20,500","20,500","20,500","1.00K","5.13%"
"02/20/2023","19,500","19,500","19,500","19,500","1.20K","0.00%"
"02/14/2023","19,500","19,500","19,500","19,500","0.10K","-2.50%"
"02/10/2023","20,000","20,000","20,000","20,000","2.20K","0.00%"
"02/09/2023","20,000","20,000","20,000","20,000","2.12K","-2.44%"
"02/06/2023","20,500","20,500","20,500","20,500","0.10K","2.50%"
"02/03/2023","20,000","20,000","20,000","20,000","0.10K","2.56%"
"02/02/2023","19,500","19,500","19,500","19,500","0.30K","-2.50%"
"01/18/2023","20,000","20,000","20,000","20,000","4.00K","0.00%"
"12/30/2022","20,000","20,000","20,000","20,000","0.10K","0.00%"
"12/28/2022","20,000","20,000","20,000","20,000","0.10K","0.00%"
"12/22/2022","20,000","20,000","20,000","20,000","0.20K","-0.50%"
"12/20/2022","20,100","20,100","20,100","20,100","0.10K","14.86%"
"12/14/2022","17,500","17,500","17,500","17,500","0.10K","0.00%"
"12/06/2022","17,500","17,500","17,500","17,500","1.00K","-7.89%"
"11/30/2022","19,000","19,000","19,000","19,000","0.10K","0.00%"
"11/16/2022","19,000","19,000","19,000","19,000","0.10K","0.00%"
"11/04/2022","19,000","19,000","19,000","19,000","0.90K","-5.00%"
"10/24/2022","20,000","20,000","20,000","20,000","1.00K","0.00%"
"10/06/2022","20,000","20,000","20,000","20,000","1.00K","-14.53%"
"10/05/2022","23,400","23,400","23,400","23,400","0.10K","14.71%"
"10/04/2022","20,400","20,400","20,400","20,400","0.20K","-15.00%"
"09/30/2022","24,000","24,000","24,000","24,000","0.50K","10.09%"
"09/26/2022","21,800","21,800","21,800","21,800","0.12K","-0.46%"
"09/23/2022","21,900","21,800","21,900","21,800","0.30K","14.66%"
"09/13/2022","19,100","19,100","19,100","19,100","1.00K","-11.16%"
"09/12/2022","21,500","21,500","21,500","21,500","0.10K","0.00%"
"08/23/2022","21,500","21,500","21,500","21,500","0.10K","0.00%"
"08/19/2022","21,500","21,500","21,500","21,500","0.10K","0.00%"
"08/17/2022","21,500","21,500","21,500","21,500","0.50K","-0.92%"
"08/15/2022","21,700","21,700","21,700","21,700","0.40K","-14.90%"
"08/12/2022","25,500","25,500","25,500","25,500","0.20K","-3.77%"
"08/08/2022","26,500","25,500","26,500","25,500","0.70K","10.42%"
"08/03/2022","24,000","24,000","24,000","24,000","1.00K","-12.73%"
"08/01/2022","27,500","28,000","28,000","27,500","0.40K","12.24%"
"07/29/2022","24,500","24,500","24,500","24,500","1.00K","-14.63%"
"07/28/2022","28,700","28,700","28,700","28,700","0.10K","14.34%"
"07/27/2022","25,100","25,100","25,100","25,100","0.10K","19.52%"
"07/26/2022","21,000","26,400","26,400","21,000","0.60K","-8.70%"
"07/25/2022","23,000","23,000","23,000","23,000","0.60K","-9.09%"
"07/21/2022","25,300","25,300","25,300","25,300","0.12K","0.80%"
"07/20/2022","25,100","19,000","25,100","19,000","0.20K","-8.39%"
"07/19/2022","27,400","20,800","27,400","20,800","0.60K","14.17%"
"07/08/2022","24,000","24,000","24,000","24,000","0.90K","-11.11%"
"07/07/2022","27,000","27,000","27,000","27,000","1.00K","-8.47%"
"06/30/2022","29,500","29,500","29,500","29,500","0.10K","5.73%"
"06/27/2022","27,900","27,900","27,900","24,000","0.70K","0.00%"
"06/24/2022","27,900","27,900","27,900","27,900","0.10K","-14.94%"
"06/21/2022","32,800","32,800","32,800","32,800","0.10K","14.69%"
"06/17/2022","28,600","28,600","28,600","28,600","0.10K","0.00%"
"06/16/2022","28,600","28,700","28,700","28,600","0.20K","14.40%"
"06/15/2022","25,000","25,000","25,000","25,000","0.10K","-11.03%"
"06/08/2022","28,100","33,000","33,000","28,100","2.70K","-14.85%"
"06/07/2022","33,000","33,000","33,000","33,000","0.10K","-14.73%"
"06/06/2022","38,700","38,700","38,700","38,700","0.10K","-14.95%"
"06/03/2022","45,500","45,500","45,500","45,500","64.50K","-1.09%"
"06/02/2022","46,000","46,000","46,000","46,000","0.10K","0.00%"
"05/30/2022","46,000","46,000","46,000","46,000","355.90K","6.98%"
"05/27/2022","43,000","40,000","43,000","40,000","49.70K","-6.52%"
"05/24/2022","46,000","46,000","46,000","46,000","0.10K","9.52%"
"05/23/2022","42,000","42,000","42,000","42,000","0.10K","7.69%"
"05/20/2022","39,000","39,000","39,000","39,000","0.10K","14.71%"
"05/16/2022","34,000","34,000","34,000","34,000","0.10K","13.33%"
"05/13/2022","30,000","30,000","30,000","30,000","4.00K","0.00%"
"05/12/2022","30,000","34,000","34,000","30,000","6.50K","-11.76%"
"05/11/2022","34,000","34,000","34,000","34,000","0.50K","1.49%"
"05/10/2022","33,500","32,000","33,500","32,000","0.70K","-9.46%"
"05/05/2022","37,000","37,000","37,000","37,000","0.10K","12.12%"
"04/29/2022","33,000","33,000","33,000","33,000","1.00K","0.00%"
"04/28/2022","33,000","33,000","33,000","33,000","1.00K","3.13%"
"04/27/2022","32,000","31,000","33,000","31,000","1.60K","6.67%"
"04/25/2022","30,000","30,000","30,000","30,000","0.80K","0.00%"
"04/21/2022","30,000","30,000","30,000","30,000","0.90K","-3.23%"
"04/19/2022","31,000","31,000","31,000","31,000","2.00K","-5.49%"
"04/18/2022","32,800","32,800","32,800","32,800","0.10K","9.33%"
"04/14/2022","30,000","35,500","35,500","30,000","0.20K","-3.23%"
"04/08/2022","31,000","31,000","31,000","31,000","0.10K","-3.13%"
"04/07/2022","32,000","30,000","32,000","30,000","2.50K","6.67%"
"04/06/2022","30,000","30,000","30,000","30,000","1.00K","-13.04%"
"04/05/2022","34,500","31,000","34,500","31,000","2.10K","15.00%"
"04/04/2022","30,000","30,000","30,000","30,000","0.10K","0.00%"
"04/01/2022","30,000","29,000","30,000","29,000","1.81K","3.45%"
"03/31/2022","29,000","29,000","29,000","29,000","0.10K","0.00%"
"03/30/2022","29,000","29,000","29,000","29,000","0.90K","0.00%"
"03/28/2022","29,000","24,000","29,000","24,000","0.60K","11.54%"
"03/22/2022","26,000","26,000","26,000","26,000","0.70K","4.00%"
"03/21/2022","25,000","25,000","25,000","25,000","10.80K","0.00%"
"03/17/2022","25,000","24,000","25,000","23,000","29.80K","0.00%"
"03/16/2022","25,000","25,000","25,000","25,000","11.00K","4.17%"
"03/11/2022","24,000","24,800","24,800","24,000","3.03K","-3.23%"
"03/10/2022","24,800","22,600","24,800","22,600","10.60K","7.83%"
"03/09/2022","23,000","20,500","23,000","20,500","9.70K","12.20%"
"03/08/2022","20,500","20,500","20,500","20,500","10.00K","-8.89%"
"03/07/2022","22,500","20,500","22,500","20,500","13.80K","15.38%"
"03/03/2022","19,500","20,100","20,100","19,500","1.00K","-11.36%"
"03/02/2022","22,000","21,500","24,600","21,500","1.40K","0.92%"
"03/01/2022","21,800","20,000","21,800","20,000","19.90K","14.74%"
"02/25/2022","19,000","19,000","19,000","19,000","0.30K","-7.32%"
"02/24/2022","20,500","20,000","20,500","19,500","6.22K","-2.38%"
"02/22/2022","21,000","19,000","21,000","19,000","3.00K","9.95%"
"02/21/2022","19,100","19,100","19,100","19,100","0.10K","0.53%"
"02/18/2022","19,000","19,000","19,000","19,000","6.40K","0.00%"
"02/17/2022","19,000","19,000","19,000","19,000","1.70K","3.83%"
"02/16/2022","18,300","19,000","19,000","18,300","4.70K","-2.14%"
"02/15/2022","18,700","18,300","18,700","18,300","1.00K","-6.50%"
"02/14/2022","20,000","18,300","21,000","18,300","6.60K","-4.31%"
"02/10/2022","20,900","20,900","20,900","20,900","0.10K","4.50%"
"02/09/2022","20,000","21,500","21,700","20,000","4.71K","-6.98%"
"02/08/2022","21,500","21,500","21,500","21,500","0.12K","16.22%"
"02/07/2022","18,500","20,700","20,700","18,200","1.30K","-10.63%"
"01/28/2022","20,700","20,700","20,700","20,700","0.10K","13.74%"
"01/27/2022","18,200","18,000","18,200","18,000","11.00K","-13.33%"
"01/25/2022","21,000","19,000","21,000","19,000","0.30K","10.53%"
"01/24/2022","19,000","19,200","19,200","19,000","6.50K","-13.64%"
"01/21/2022","22,000","20,000","22,000","20,000","0.80K","13.99%"
"01/20/2022","19,300","19,300","19,300","19,300","0.30K","-12.67%"
"01/14/2022","22,100","16,700","22,100","16,500","1.60K","13.33%"
"01/13/2022","19,500","16,800","20,000","16,800","2.30K","-8.88%"
"01/12/2022","21,400","19,000","23,000","18,200","0.60K","-10.83%"
"01/11/2022","24,000","21,000","24,000","21,000","0.80K","-2.83%"
"01/07/2022","24,700","24,700","24,700","21,700","7.30K","12.79%"
"01/06/2022","21,900","19,500","21,900","19,500","20.50K","14.06%"
"01/05/2022","19,200","19,200","19,200","19,200","","0.00%"
"12/31/2021","19,200","19,000","19,200","19,000","2.70K","0.00%"
"12/30/2021","19,200","19,200","19,200","19,200","0.20K","1.05%"
"12/28/2021","19,000","19,000","19,000","19,000","1.40K","0.53%"
"12/27/2021","18,900","19,000","19,000","18,900","0.90K","1.61%"
"12/23/2021","18,600","18,900","19,000","18,600","5.30K","0.00%"
"12/22/2021","18,600","19,000","19,000","18,600","0.50K","-2.11%"
"12/21/2021","19,000","19,000","19,000","18,800","21.00K","0.00%"
"12/17/2021","19,000","19,000","19,000","19,000","0.10K","1.06%"
"12/16/2021","18,800","19,000","19,100","18,700","1.90K","-3.59%"
"12/15/2021","19,500","19,000","19,500","19,000","1.30K","1.56%"
"12/14/2021","19,200","19,100","19,300","18,700","0.80K","-1.03%"
"12/13/2021","19,400","19,400","19,900","18,900","1.20K","2.11%"
"12/10/2021","19,000","18,900","19,000","18,900","1.30K","0.53%"
"12/09/2021","18,900","18,900","18,900","18,900","1.70K","2.72%"
"12/08/2021","18,400","18,300","18,400","18,300","0.20K","2.22%"
"12/07/2021","18,000","18,900","18,900","18,000","1.70K","0.56%"
"12/06/2021","17,900","17,900","17,900","17,900","1.00K","-3.24%"
"12/03/2021","18,500","18,900","18,900","18,500","3.10K","-2.63%"
"12/01/2021","19,000","19,000","19,000","19,000","5.00K","7.95%"
"11/30/2021","17,600","19,000","20,100","17,600","7.50K","-8.81%"
"11/29/2021","19,300","19,600","19,600","19,300","0.40K","3.76%"
"11/25/2021","18,600","18,600","18,600","18,600","0.40K","0.00%"
"11/24/2021","18,600","18,600","18,600","18,600","1.20K","14.81%"
"11/23/2021","16,200","18,100","18,100","16,200","5.00K","-14.74%"
"11/22/2021","19,000","19,000","19,000","19,000","0.10K","0.00%"
"11/19/2021","19,000","20,000","20,000","19,000","2.60K","-5.00%"
"11/18/2021","20,000","19,300","20,000","19,300","2.00K","0.00%"
"11/15/2021","20,000","20,000","20,000","20,000","0.10K","8.70%"
"11/12/2021","18,400","18,400","18,400","18,400","0.50K","-0.54%"
"11/11/2021","18,500","18,600","18,600","18,400","16.70K","-0.54%"
"11/10/2021","18,600","18,600","18,600","18,500","27.00K","0.54%"
"11/09/2021","18,500","18,500","18,500","18,500","7.10K","0.00%"
"11/08/2021","18,500","20,000","20,000","18,500","8.50K","-1.07%"
"11/05/2021","18,700","18,700","18,700","18,700","0.40K","-8.78%"
"11/04/2021","20,500","20,500","20,500","20,300","1.00K","-0.49%"
"11/03/2021","20,600","20,600","20,600","20,600","0.30K","0.00%"
"11/02/2021","20,600","18,500","20,800","18,500","13.10K","13.81%"
"11/01/2021","18,100","18,200","18,200","18,000","0.90K","0.56%"
"10/28/2021","18,000","18,000","18,000","18,000","0.50K","-2.70%"
"10/27/2021","18,500","18,100","18,500","18,100","11.90K","0.00%"
"10/26/2021","18,500","18,000","18,500","18,000","10.10K","0.54%"
